Car Model,Mileage,Sell Price($),Age(yrs)
Mercedez Benz C class,74542,11489,7
Mercedez Benz C class,112189,10000,8
BMW X5,177206,10000,10
BMW X5,14128,35851,1
Audi A5,63536,14882,6
Mercedez Benz C class,169478,10000,10
Audi A5,49340,18550,3
BMW X5,126421,10000,10
Audi A5,131454,10000,8
Mercedez Benz C class,122935,10000,8
Mercedez Benz C class,102505,10884,6
Audi A5,143278,10000,8
Mercedez Benz C class,86444,10000,7
BMW X5,88735,10000,9
Audi A5,114931,10000,8
Mercedez Benz C class,44140,27671,3
BMW X5,16893,35201,2
BMW X5,135443,10000,10
BMW X5,24974,30615,3
Mercedez Benz C class,63656,29256,5
Mercedez Benz C class,115902,15374,7
BMW X5,88128,10000,7
BMW X5,37856,31872,3
BMW X5,40783,23870,4
Mercedez Benz C class,11553,44746,1
Audi A5,87732,21916,6
Audi A5,56523,20987,5
BMW X5,48178,28310,3
BMW X5,32775,40231,2
Mercedez Benz C class,89753,22512,6
Audi A5,105222,10000,7
BMW X5,25657,31822,2
BMW X5,34973,33061,2
Mercedez Benz C class,44359,19421,5
Mercedez Benz C class,60486,11764,7
Audi A5,19980,32098,2
Audi A5,153658,10000,9
Mercedez Benz C class,25775,34431,2
BMW X5,38627,25565,3
BMW X5,17216,36884,1
Mercedez Benz C class,69860,14358,6
BMW X5,68961,15072,5
BMW X5,17283,30914,1
Audi A5,48603,27545,3
Audi A5,104927,10000,8
BMW X5,73002,23283,5
Audi A5,149656,10000,10
BMW X5,89766,11175,8
BMW X5,35674,21315,3
Mercedez Benz C class,67808,20231,5
Audi A5,43275,26725,5
Mercedez Benz C class,70986,11565,7
Audi A5,14471,31717,1
BMW X5,17960,28058,2
BMW X5,13533,36941,1
Audi A5,67945,11560,7
BMW X5,40563,24215,4
Mercedez Benz C class,76809,16472,7
Audi A5,55852,27128,5
Mercedez Benz C class,111072,10000,7
Mercedez Benz C class,63012,24223,4
BMW X5,126956,10000,9
BMW X5,58258,14107,6
Mercedez Benz C class,97919,10000,10
Audi A5,61398,10000,7
Audi A5,61493,20296,6
Mercedez Benz C class,59822,17190,6
Audi A5,87629,18092,6
Mercedez Benz C class,85453,10000,5
Audi A5,37999,27088,3
BMW X5,122765,10000,9
Mercedez Benz C class,134587,10000,9
Audi A5,169778,10000,10
BMW X5,26393,25393,3
BMW X5,95871,16852,6
Audi A5,45929,36099,3
Mercedez Benz C class,79401,10000,6
BMW X5,15129,35213,1
BMW X5,128509,10964,9
Audi A5,104830,10000,8
BMW X5,105213,10000,6
Mercedez Benz C class,87267,10000,8
BMW X5,50532,25720,4
BMW X5,34713,37112,2
BMW X5,45013,16456,5
Mercedez Benz C class,78926,13409,7
Audi A5,87894,15827,6
Audi A5,84135,10000,10
Audi A5,61664,12179,7
BMW X5,8972,35406,1
BMW X5,135694,10000,8
BMW X5,9547,42537,1
Audi A5,48387,31970,3
Mercedez Benz C class,16352,34732,2
Audi A5,25324,20180,3
Mercedez Benz C class,92160,15517,6
Mercedez Benz C class,78070,10000,8
BMW X5,87252,17266,6
Audi A5,33100,23834,4
Mercedez Benz C class,48467,27655,3
Mercedez Benz C class,148102,10000,10
BMW X5,71042,10000,7
Mercedez Benz C class,50874,19871,4
Audi A5,8701,40841,1
Mercedez Benz C class,179486,10000,10
Audi A5,42613,26470,4
BMW X5,112769,10000,9
Mercedez Benz C class,141095,10000,10
Audi A5,73769,10121,6
BMW X5,97240,10000,10
BMW X5,82415,10000,6
Mercedez Benz C class,14767,41956,1
Audi A5,17031,39201,1
Audi A5,55967,27719,4
Mercedez Benz C class,20231,38913,2
BMW X5,11210,45661,1
BMW X5,52780,19513,5
BMW X5,13196,33400,1
Audi A5,26673,34535,2
Audi A5,67614,31099,4
BMW X5,119867,10000,8
BMW X5,45100,20646,5
Audi A5,11963,34799,1
Audi A5,41695,28678,3
Audi A5,58715,22966,4
BMW X5,30738,35155,2
Audi A5,52904,23274,4
Audi A5,29971,38464,2
Mercedez Benz C class,33020,29047,2
Mercedez Benz C class,62407,20455,5
Audi A5,82131,10000,9
Audi A5,95352,10000,6
BMW X5,91979,10000,10
Audi A5,42881,31014,3
Mercedez Benz C class,53865,26492,4
Mercedez Benz C class,75974,21662,5
Audi A5,101484,10000,9
Audi A5,136035,10000,9
Mercedez Benz C class,90970,10000,10
BMW X5,61352,19848,5
Mercedez Benz C class,179414,10000,10
Mercedez Benz C class,62371,11184,7
Mercedez Benz C class,105188,10000,8
BMW X5,105299,10000,8
Audi A5,48686,19184,6
Mercedez Benz C class,15396,30788,1
Mercedez Benz C class,58733,10000,6
Mercedez Benz C class,129787,10000,8
Audi A5,35604,25187,4
Mercedez Benz C class,120546,10000,7
BMW X5,39254,29677,4
Mercedez Benz C class,177432,10000,10
Audi A5,130109,10000,9
Mercedez Benz C class,132743,10000,10
Mercedez Benz C class,117579,13142,7
Audi A5,34551,28710,2
BMW X5,82151,10000,8
Mercedez Benz C class,92231,10000,7
Mercedez Benz C class,81799,12881,6
Audi A5,53561,27857,4
BMW X5,16769,29198,2
Audi A5,38010,21969,4
Mercedez Benz C class,35310,18828,3
Mercedez Benz C class,101384,10000,7
Audi A5,85573,10000,10
Mercedez Benz C class,83856,10000,7
Audi A5,32183,22794,4
BMW X5,89709,10000,8
Mercedez Benz C class,81625,19638,5
Mercedez Benz C class,24652,26979,3
BMW X5,133036,10000,10
Mercedez Benz C class,68566,10000,7
Audi A5,33402,16922,4
BMW X5,64355,25552,4
Mercedez Benz C class,12434,32486,1
Mercedez Benz C class,16517,38844,1
BMW X5,96247,14737,6
Mercedez Benz C class,46083,14039,5
Audi A5,85236,10068,8
Mercedez Benz C class,80998,18835,5
Audi A5,114765,10000,7
BMW X5,27282,38404,2
Mercedez Benz C class,126435,10000,10
BMW X5,35725,29188,2
Mercedez Benz C class,10817,33009,1
Mercedez Benz C class,72545,10000,9
BMW X5,121831,10000,10
Audi A5,71895,24448,5
Mercedez Benz C class,81880,10000,6
BMW X5,121908,10000,9
BMW X5,124551,10000,9
Audi A5,18117,25461,2
Mercedez Benz C class,21691,29401,2
Audi A5,13253,36281,1
BMW X5,53237,20891,5
Audi A5,139454,10000,9
Mercedez Benz C class,68706,22762,4
Audi A5,16354,33661,1
Audi A5,76421,21423,5
BMW X5,62739,10000,6
BMW X5,96038,17453,6
Mercedez Benz C class,17891,38016,1
BMW X5,117809,10000,7
BMW X5,86485,10000,8
Mercedez Benz C class,22443,31746,2
BMW X5,43889,21037,5
BMW X5,40883,14965,4
Audi A5,70405,10000,7
Audi A5,69872,30376,4
Mercedez Benz C class,59171,20510,4
BMW X5,56168,29620,4
BMW X5,47139,29664,4
BMW X5,74126,11153,5
BMW X5,89274,10000,6
Audi A5,8032,37694,1
Audi A5,116714,18080,7
Mercedez Benz C class,65991,23489,4
BMW X5,166888,10000,10
Mercedez Benz C class,25289,32862,3
Audi A5,158890,10000,10
BMW X5,85932,10000,9
BMW X5,52684,10000,6
Mercedez Benz C class,70155,10000,7
Audi A5,114661,10000,8
Mercedez Benz C class,50525,24150,3
Mercedez Benz C class,105481,20116,6
Audi A5,94626,10000,8
Audi A5,60830,17379,7
Mercedez Benz C class,91912,10000,10
Audi A5,76785,24923,6
BMW X5,41189,26695,4
Audi A5,78479,10968,7
Audi A5,98466,10000,7
Audi A5,79549,10000,6
Mercedez Benz C class,153390,10000,10
Audi A5,100980,10000,9
Audi A5,99608,10000,6
Mercedez Benz C class,44326,11929,5
Audi A5,50811,18773,5
Mercedez Benz C class,97492,10000,6
Mercedez Benz C class,100343,15895,7
BMW X5,19452,32006,2
Audi A5,83185,14406,6
Audi A5,83321,25954,5
Mercedez Benz C class,13916,39902,1
BMW X5,82477,10000,10
Audi A5,57069,15136,6
Audi A5,96017,10000,8
Mercedez Benz C class,90553,10000,9
BMW X5,54363,19881,5
Audi A5,102306,12009,7
BMW X5,13719,31902,1
BMW X5,13045,36097,1
Audi A5,62414,20113,5
Mercedez Benz C class,16017,44749,1
Audi A5,48616,20199,3
BMW X5,112152,10000,10
BMW X5,169263,10000,10
Audi A5,14266,44978,1
Mercedez Benz C class,32512,34825,2
Mercedez Benz C class,102711,14186,6
Mercedez Benz C class,89891,22454,6
Audi A5,139702,10000,9
Mercedez Benz C class,57838,19527,4
BMW X5,89401,10000,10
Mercedez Benz C class,60611,13750,5
Mercedez Benz C class,158936,10000,9
BMW X5,61569,10000,6
Mercedez Benz C class,68867,10000,7
BMW X5,59824,30485,4
Audi A5,146659,10000,10
BMW X5,65743,10000,6
Mercedez Benz C class,17914,44794,1
Mercedez Benz C class,28361,32177,2
Audi A5,80348,10000,10
Audi A5,154481,10000,10
Mercedez Benz C class,43779,26571,3
Audi A5,53066,34242,3
BMW X5,144918,10000,10
BMW X5,9646,39871,1
BMW X5,30856,29579,3
BMW X5,55397,20431,5
BMW X5,109635,19463,7
Mercedez Benz C class,147450,10000,9
Audi A5,157485,10000,9
Audi A5,20557,36954,2
Mercedez Benz C class,88721,13724,5
Mercedez Benz C class,70876,25985,4
Audi A5,160751,10000,10
Audi A5,52866,21894,3
Mercedez Benz C class,82915,22918,5
Audi A5,47200,35816,3
Mercedez Benz C class,122961,10000,10
Audi A5,58389,17502,5
BMW X5,31823,32967,3
Audi A5,160094,10000,10
Mercedez Benz C class,107304,12850,6
Audi A5,60268,19431,4
BMW X5,58162,23601,5
Audi A5,105694,10000,8
BMW X5,24501,35593,2
Audi A5,31233,27371,3
Mercedez Benz C class,16817,32925,2
BMW X5,136172,10000,9
Mercedez Benz C class,33738,39766,2
Audi A5,36607,22976,4
Mercedez Benz C class,88977,16109,5
BMW X5,33716,27854,2
BMW X5,110039,10000,8
Audi A5,48529,24110,5
Mercedez Benz C class,133503,10000,8
BMW X5,44442,20066,5
Audi A5,79485,18747,5
Mercedez Benz C class,77731,20854,5
BMW X5,20932,39053,2
Audi A5,62263,19529,4
BMW X5,99190,10768,8
BMW X5,69910,28154,4
Audi A5,88368,16631,6
BMW X5,87482,10000,7
BMW X5,155296,10000,9
Mercedez Benz C class,88760,10473,5
BMW X5,36388,30504,3
Audi A5,82576,10000,10
Mercedez Benz C class,64040,15935,6
Mercedez Benz C class,93903,15259,6
BMW X5,176788,10000,10
Mercedez Benz C class,8262,40366,1
Mercedez Benz C class,73858,23054,5
BMW X5,67135,10000,8
Mercedez Benz C class,167279,10000,10
Audi A5,105447,10000,10
Audi A5,61156,10000,6
Audi A5,102020,10000,10
Audi A5,69948,15622,4
Audi A5,14911,39251,1
BMW X5,70872,10000,8
Audi A5,104185,10000,10
Mercedez Benz C class,32690,28972,4
Mercedez Benz C class,45835,29456,3
Mercedez Benz C class,86133,12368,7
Mercedez Benz C class,34824,23637,4
BMW X5,69471,23966,4
Audi A5,47078,31066,3
BMW X5,50170,20773,3
Audi A5,76899,14261,7
Audi A5,28845,39371,2
Mercedez Benz C class,31639,24765,2
Mercedez Benz C class,44880,27267,4
Audi A5,41375,17757,4
Mercedez Benz C class,89573,10000,10
BMW X5,33874,27727,4
BMW X5,133773,10000,8
BMW X5,100386,10000,7
BMW X5,69989,24236,4
Audi A5,85813,10000,8
Audi A5,76931,10000,9
Mercedez Benz C class,48556,10000,6
Audi A5,31845,31812,3
Audi A5,86703,10000,8
Audi A5,103037,18617,7
BMW X5,115868,11328,7
BMW X5,57611,18623,7
BMW X5,97148,10000,8
BMW X5,32173,25884,2
Audi A5,15783,36090,1
Mercedez Benz C class,68995,25149,5
BMW X5,13886,42901,1
BMW X5,85120,14105,6
Audi A5,17532,40835,2
Mercedez Benz C class,13339,40747,1
Audi A5,64858,10000,8
Mercedez Benz C class,89458,10000,10
Audi A5,107346,10000,6
Mercedez Benz C class,25867,31066,3
BMW X5,131183,10000,8
BMW X5,62822,10000,7
BMW X5,38671,25307,4
Audi A5,41013,29329,3
Mercedez Benz C class,49450,14172,5
BMW X5,79569,14298,6
Audi A5,11939,35145,1
BMW X5,68035,21902,4
BMW X5,40195,28504,3
Mercedez Benz C class,143665,10000,10
BMW X5,80776,10000,5
BMW X5,107579,10000,9
BMW X5,46888,34240,3
Audi A5,34429,25736,3
Audi A5,31166,23251,2
Mercedez Benz C class,32191,29310,2
Audi A5,73448,12517,7
BMW X5,9389,39427,1
Mercedez Benz C class,121014,10000,10
Mercedez Benz C class,25868,30859,2
Mercedez Benz C class,61497,15955,7
Audi A5,48359,28110,4
Mercedez Benz C class,42999,27754,4
Audi A5,63918,17471,6
BMW X5,96461,14939,8
Mercedez Benz C class,61613,23231,6
BMW X5,157977,10000,9
Audi A5,14899,44028,1
BMW X5,32714,32369,3
Mercedez Benz C class,60535,25475,4
Mercedez Benz C class,75080,17671,5
BMW X5,54976,27887,4
Audi A5,130836,10000,9
Audi A5,15040,40425,1
Mercedez Benz C class,58281,28393,4
Audi A5,80584,10000,9
Mercedez Benz C class,53795,22293,3
Mercedez Benz C class,24826,23695,3
Mercedez Benz C class,17830,33505,2
Audi A5,26328,32108,2
Audi A5,47712,22176,4
Mercedez Benz C class,30145,27958,2
Mercedez Benz C class,52229,31441,3
Audi A5,50164,18290,5
Audi A5,132119,10000,9
Mercedez Benz C class,36357,21355,3
BMW X5,140635,10000,10
BMW X5,53657,16360,4
BMW X5,23410,33701,2
Audi A5,92300,10000,9
Audi A5,52521,23849,4
BMW X5,55967,10000,5
Mercedez Benz C class,110013,10000,9
Mercedez Benz C class,136738,10000,10
Audi A5,93224,10000,8
Mercedez Benz C class,64889,18316,4
BMW X5,110884,10000,9
Mercedez Benz C class,77230,11301,5
Mercedez Benz C class,84213,19931,5
BMW X5,84331,18673,6
Audi A5,127866,10000,9
Mercedez Benz C class,86678,10000,9
BMW X5,21018,36047,2
Mercedez Benz C class,71510,15208,5
Mercedez Benz C class,119398,10000,8
Audi A5,75789,14984,6
Audi A5,54880,22591,6
Audi A5,33188,33566,3
BMW X5,101996,10000,8
BMW X5,59074,10000,7
BMW X5,87475,10000,7
Audi A5,11507,31532,1
BMW X5,79939,10000,9
Audi A5,46127,30606,3
Mercedez Benz C class,35501,39070,2
BMW X5,17416,41372,2
BMW X5,70483,12013,5
BMW X5,62417,19258,5
Mercedez Benz C class,52209,19089,5
BMW X5,25266,24673,3
Mercedez Benz C class,41235,23724,3
Mercedez Benz C class,105206,10000,7
Mercedez Benz C class,17089,35555,1
BMW X5,16856,44025,1
Audi A5,71388,10000,8
BMW X5,46545,21110,5
Audi A5,51443,29429,3
Mercedez Benz C class,75633,16337,6
BMW X5,19013,37676,2
Audi A5,99129,10000,9
Mercedez Benz C class,78551,11125,5
Mercedez Benz C class,104310,14669,7
Audi A5,29867,30809,2
BMW X5,17120,32443,1
Mercedez Benz C class,89256,10000,6
BMW X5,29929,27174,3
BMW X5,56550,10000,7
Audi A5,23873,27048,2
Mercedez Benz C class,121081,10000,7
Mercedez Benz C class,179906,10000,10
Mercedez Benz C class,83147,10000,8
BMW X5,95903,10000,10
BMW X5,108529,10000,8
Mercedez Benz C class,91183,10000,8
Audi A5,173937,10000,10
Mercedez Benz C class,16669,41628,1
Audi A5,17287,32556,2
Mercedez Benz C class,87391,12470,5
Mercedez Benz C class,24075,29597,2
Mercedez Benz C class,28635,29341,2
BMW X5,112158,10000,10
Audi A5,127136,10000,10
BMW X5,17959,39414,2
Audi A5,37339,25695,4
Audi A5,61258,14128,5
Mercedez Benz C class,66643,11890,5
Audi A5,47573,27680,4
BMW X5,123136,10000,7
Mercedez Benz C class,11596,38022,1
Audi A5,67171,22551,4
BMW X5,75817,14106,5
Mercedez Benz C class,15006,36298,1
BMW X5,12464,45483,1
BMW X5,42418,31464,3
Audi A5,58602,10000,7
Audi A5,89975,14783,5
Audi A5,90891,11993,6
BMW X5,20880,29883,2
Audi A5,44019,19662,5
Mercedez Benz C class,131390,10000,8
Audi A5,86001,10000,6
Audi A5,122116,10000,8
BMW X5,86402,10000,9
BMW X5,8462,35471,1
BMW X5,84827,10000,7
Audi A5,120906,10000,10
Audi A5,149214,10000,9
BMW X5,40871,24889,3
Mercedez Benz C class,141931,10000,9
Mercedez Benz C class,25387,35178,2
Mercedez Benz C class,69916,23625,4
Audi A5,27599,30221,3
BMW X5,99063,10000,10
Mercedez Benz C class,79621,17453,5
Mercedez Benz C class,152930,10000,9
Mercedez Benz C class,35697,31087,2
Audi A5,8721,33780,1
Mercedez Benz C class,96058,19172,6
BMW X5,70837,10000,8
Mercedez Benz C class,19077,29543,2
BMW X5,98149,10000,9
BMW X5,72747,10000,7
Audi A5,45391,15080,5
BMW X5,77171,20906,8
BMW X5,98137,10000,9
BMW X5,16664,34834,1
Mercedez Benz C class,49866,34389,3
Audi A5,97848,10000,9
Mercedez Benz C class,31326,29034,2
Mercedez Benz C class,130157,10000,10
Audi A5,70357,17249,5
Mercedez Benz C class,25139,32960,2
Audi A5,92049,10000,10
Mercedez Benz C class,34675,31666,2
Audi A5,137354,10000,9
Mercedez Benz C class,13955,42858,1
Audi A5,19905,38514,2
Audi A5,138595,10000,9
Mercedez Benz C class,40378,20370,4
Mercedez Benz C class,102839,10000,8
Mercedez Benz C class,57729,12196,7
BMW X5,91956,10000,9
Audi A5,128275,10000,9
BMW X5,78827,10000,7
Audi A5,53894,29436,3
Mercedez Benz C class,170003,10000,10
Mercedez Benz C class,63718,10000,7
BMW X5,84008,10000,6
Mercedez Benz C class,92033,10000,8
Audi A5,8825,39677,1
Audi A5,30146,28928,2
BMW X5,96076,10000,7
Audi A5,65019,24244,4
BMW X5,11295,32614,1
Audi A5,11893,34849,1
BMW X5,135503,10000,10
BMW X5,97610,10000,9
BMW X5,143052,10000,10
Audi A5,128010,10375,8
Mercedez Benz C class,89629,12055,7
BMW X5,30826,33267,2
Mercedez Benz C class,123025,10000,7
Mercedez Benz C class,43826,15550,5
Mercedez Benz C class,19001,29092,2
Mercedez Benz C class,59633,13842,4
Mercedez Benz C class,21101,27399,2
Mercedez Benz C class,92718,10279,7
BMW X5,100341,10000,10
Mercedez Benz C class,49619,26042,3
BMW X5,26226,22238,3
BMW X5,12755,44666,1
Mercedez Benz C class,16132,33632,2
Audi A5,66954,26237,4
Mercedez Benz C class,35173,28817,3
Audi A5,50188,20870,4
Audi A5,113092,10000,10
BMW X5,121327,10000,7
Audi A5,116151,10000,7
BMW X5,178227,10000,10
BMW X5,98449,21420,7
BMW X5,39621,36418,3
BMW X5,63709,18250,7
Audi A5,46018,31174,4
Audi A5,89718,10000,7
BMW X5,75634,10000,7
Audi A5,119977,10000,7
Audi A5,74182,13849,7
Audi A5,152028,10000,9
Mercedez Benz C class,77331,13494,5
Mercedez Benz C class,64820,11693,5
BMW X5,48246,10000,5
Mercedez Benz C class,56863,19425,4
Mercedez Benz C class,102883,10000,9
BMW X5,59974,19604,5
Mercedez Benz C class,54169,17663,6
Mercedez Benz C class,41480,14480,4
BMW X5,81404,10000,10
BMW X5,114493,13015,7
Mercedez Benz C class,71244,23351,4
Mercedez Benz C class,34365,20618,4
BMW X5,152254,10000,9
Audi A5,82925,10000,5
BMW X5,121236,10000,9
Mercedez Benz C class,26864,34994,2
Audi A5,26134,21479,3
Audi A5,81725,12283,5
Mercedez Benz C class,13808,35857,1
Audi A5,50873,24528,3
BMW X5,160454,10000,10
BMW X5,43663,26006,3
BMW X5,93967,10000,10
Mercedez Benz C class,65222,12623,5
Mercedez Benz C class,17444,40852,1
Mercedez Benz C class,94162,17323,6
BMW X5,29768,20787,3
BMW X5,87749,15399,6
BMW X5,93362,10000,9
Audi A5,50414,16091,4
BMW X5,12236,31046,1
Audi A5,58024,31624,4
Mercedez Benz C class,133023,10735,8
BMW X5,78375,10000,9
BMW X5,50609,14670,4
Audi A5,120204,10000,10
Audi A5,84811,10000,5
Mercedez Benz C class,85515,12879,5
BMW X5,114783,10000,9
BMW X5,113450,10000,8
Audi A5,178815,10000,10
Audi A5,78405,10000,5
BMW X5,109231,10000,9
Audi A5,15534,38591,1
Mercedez Benz C class,31639,28392,3
Audi A5,32700,19231,3
Mercedez Benz C class,29218,24739,3
BMW X5,86050,10000,7
BMW X5,69315,10000,7
Audi A5,16288,31937,1
Audi A5,64417,25764,4
Mercedez Benz C class,65683,22331,4
BMW X5,77733,16315,5
Mercedez Benz C class,59866,10000,6
Mercedez Benz C class,43569,27504,4
BMW X5,70836,24098,5
Mercedez Benz C class,163550,10000,10
Audi A5,68265,11568,7
Audi A5,9245,45131,1
Audi A5,17775,26713,2
BMW X5,87681,10000,6
BMW X5,74950,13182,7
Audi A5,10102,34341,1
Mercedez Benz C class,73478,23618,5
Audi A5,9828,33134,1
BMW X5,31877,25218,2
BMW X5,101162,10000,8
Mercedez Benz C class,135423,10000,9
Mercedez Benz C class,103113,10000,10
Audi A5,10431,30982,1
Mercedez Benz C class,52040,10000,6
Mercedez Benz C class,91129,10000,9
Audi A5,94419,10000,10
BMW X5,124164,16332,7
Mercedez Benz C class,63710,14470,6
BMW X5,20416,30964,2
Audi A5,17544,42059,1
Audi A5,77067,10000,9
Mercedez Benz C class,57699,18183,5
Audi A5,16630,29376,2
Mercedez Benz C class,16886,34304,1
BMW X5,27031,26330,3
BMW X5,143999,11656,9
Audi A5,60644,10000,7
Audi A5,9785,31759,1
BMW X5,16245,36447,2
Audi A5,58642,17039,4
Mercedez Benz C class,117532,10000,7
Mercedez Benz C class,32958,26853,3
Mercedez Benz C class,109823,10000,7
Mercedez Benz C class,69363,20049,5
BMW X5,56008,12542,6
BMW X5,93507,19077,6
Audi A5,103255,10000,9
BMW X5,137276,10000,9
Mercedez Benz C class,120438,10000,10
Mercedez Benz C class,40117,25029,3
Mercedez Benz C class,75917,18866,5
Audi A5,17653,31593,1
Mercedez Benz C class,32150,31929,3
Mercedez Benz C class,14369,30150,1
Mercedez Benz C class,149133,10000,10
Mercedez Benz C class,118850,10000,7
Audi A5,11987,42653,1
Mercedez Benz C class,161982,10000,10
BMW X5,28547,20413,3
Mercedez Benz C class,144497,10000,10
Mercedez Benz C class,88981,13926,9
BMW X5,12761,36221,1
Audi A5,76930,21613,5
Mercedez Benz C class,53344,21587,4
BMW X5,14050,31352,1
Audi A5,122774,11177,7
Audi A5,97221,13224,6
Audi A5,96601,10000,10
BMW X5,30500,28840,2
Audi A5,111281,10000,8
BMW X5,90516,10000,6
BMW X5,52373,24920,3
Mercedez Benz C class,20325,38355,2
Audi A5,150649,10000,9
Mercedez Benz C class,70615,20525,5
Mercedez Benz C class,148454,10000,10
Audi A5,36571,30762,3
BMW X5,69598,25928,5
BMW X5,16672,33960,1
Mercedez Benz C class,115412,15255,7
Mercedez Benz C class,100855,12155,6
BMW X5,52589,13800,5
Audi A5,24340,29054,2
Audi A5,51770,15496,6
BMW X5,156488,10000,9
Mercedez Benz C class,27111,29245,3
Audi A5,28804,23648,3
Mercedez Benz C class,86052,10718,6
Audi A5,158229,10000,10
Mercedez Benz C class,63046,12611,7
Audi A5,97807,10000,9
Mercedez Benz C class,109098,10000,7
Mercedez Benz C class,9953,37205,1
Mercedez Benz C class,91325,10000,6
Mercedez Benz C class,17604,36503,2
BMW X5,146318,10000,9
Mercedez Benz C class,147392,10000,9
Audi A5,72358,15273,7
Mercedez Benz C class,109450,10000,8
BMW X5,71747,10847,7
Audi A5,49207,10000,5
BMW X5,58598,10000,7
Audi A5,77966,10000,7
Audi A5,46818,22829,4
Audi A5,132733,10000,8
Mercedez Benz C class,29171,37425,2
Audi A5,51012,25755,3
Audi A5,113494,10000,9
Audi A5,75679,10000,8
Mercedez Benz C class,30577,36754,2
BMW X5,37014,23479,3
BMW X5,40183,31502,3
Mercedez Benz C class,110193,10000,7
BMW X5,92669,10000,8
BMW X5,59546,17467,6
Mercedez Benz C class,152054,10000,10
Audi A5,95362,14138,6
Audi A5,12830,31242,1
Mercedez Benz C class,37160,22757,3
BMW X5,91012,10000,8
Audi A5,40018,24092,4
Audi A5,44153,21194,5
Mercedez Benz C class,83303,19458,6
Audi A5,49935,10672,6
Mercedez Benz C class,59599,21725,4
Audi A5,103311,10000,10
Mercedez Benz C class,65333,19540,4
Mercedez Benz C class,14638,40024,1
Audi A5,13223,39683,1
BMW X5,60649,13143,7
Mercedez Benz C class,30506,36081,3
Mercedez Benz C class,40312,23252,3
Audi A5,13317,43767,1
Mercedez Benz C class,34594,27807,4
Mercedez Benz C class,9913,38454,1
BMW X5,70481,17619,5
BMW X5,32507,39736,2
Mercedez Benz C class,59202,24323,6
BMW X5,108411,10000,9
Mercedez Benz C class,43557,20000,5
BMW X5,82476,10000,10
Mercedez Benz C class,93330,10000,9
Audi A5,54234,19597,4
BMW X5,50121,24027,4
BMW X5,16276,42753,1
Mercedez Benz C class,19352,31282,2
Audi A5,85178,10579,5
BMW X5,102060,10000,7
Audi A5,16929,38937,1
Audi A5,94556,10000,6
BMW X5,84155,10000,5
Mercedez Benz C class,74385,10000,7
BMW X5,30022,27415,2
BMW X5,65225,10000,8
Audi A5,91143,15679,8
